# index color lcper lcamp obsno absmag
3.700000000000000000e+01 2.397461347736544734e-01 1.247668113127645562e+01 8.956634495214430558e-01 2.861636369464740710e+02 1.755443941120188001e+01
3.800000000000000000e+01 3.810699869680471696e-01 6.999002916975213040e+00 1.353965671433104978e+00 3.451922275786608196e+01 1.970546616445944821e+01
3.900000000000000000e+01 4.326627707864019734e-01 3.461960793796830416e+00 8.180951680688386407e-01 3.927406299133137679e+01 1.858624429681670875e+01
4.000000000000000000e+01 8.703884544808666579e-01 8.368683220911697163e+01 7.417796890096253204e-01 7.910870288083501123e+01 1.989823279052842153e+01
4.100000000000000000e+01 6.151538589825851222e-01 2.593488987823840120e+01 8.466130377261390505e-01 5.211959786598353048e+02 1.871870021061949529e+01
4.200000000000000000e+01 2.533921765868220044e-01 1.712058920332442469e+01 8.473381227990687270e-01 2.815551852305590685e+01 1.850945937754598702e+01
4.300000000000000000e+01 5.524260967766709829e-01 3.725815361401035375e+01 4.515046444630219646e-01 4.236182307267598901e+01 1.935507584374755652e+01
4.400000000000000000e+01 2.076578930651992172e-01 1.244917117755545917e+02 9.211011884557329665e-01 4.282465268460764207e+01 1.975754151470486164e+01
4.500000000000000000e+01 3.205678617931879137e-01 5.722118508424362204e+00 7.349002829772399714e-01 1.398710542960148189e+02 1.950218846966215480e+01
4.600000000000000000e+01 6.747559704436627559e-01 5.951887175586156076e+01 1.208650492566071044e+00 4.689946144288745700e+01 1.791883909177756706e+01
4.700000000000000000e+01 3.476213348556685956e-01 4.820773358295874722e+00 8.060847301125146913e-01 9.887606164044784407e+01 1.379786505462004875e+01
4.800000000000000000e+01 3.587242923656706606e-01 1.416027248537552907e+01 1.094279513762921763e+00 8.503070419680375380e+01 1.723897983194897066e+01
4.900000000000000000e+01 8.197201999319277954e-01 4.820886350948504173e+01 3.311064443535016166e-01 2.767230665318537604e+02 1.526955675647158728e+01
5.000000000000000000e+01 3.985880766375750617e-01 6.585714255291446051e+00 8.503294002863980294e-01 1.012799277877751479e+03 1.964972829710129787e+01
5.100000000000000000e+01 3.953158931036364621e-01 8.230112104980651822e+00 1.463995467113138327e+00 6.257619431420038580e+01 1.884349742724414511e+01
5.200000000000000000e+01 3.562708298803229923e-01 3.220370082777536425e+01 7.082493971850973846e-01 7.528053538195150907e+01 1.844998120149595167e+01
5.300000000000000000e+01 3.688969751787540829e-01 3.774540992973047082e+01 1.441513085906783509e+00 3.376824376885528523e+01 1.818918988484060861e+01
5.400000000000000000e+01 6.011137185665479388e-01 3.610121124777771584e+00 9.495551081046373909e-01 1.581533243605467192e+02 1.912677862667084128e+01
5.500000000000000000e+01 5.407345015693925117e-01 1.448363209975738997e+01 8.796940353913538235e-01 1.033409394309221767e+02 1.439092136043070980e+01
5.600000000000000000e+01 1.038687867433378598e+00 2.512975138341737136e+01 6.725274338139642927e-01 2.076748531907907847e+01 1.877051810500854856e+01
5.700000000000000000e+01 9.584041174535378182e-01 8.508124720141683639e+00 1.031630357069304837e+00 7.671776246988846992e+01 1.740649118581317012e+01
5.800000000000000000e+01 2.829159454109916871e-01 1.680210507138157183e+01 1.157829423385519529e+00 1.554959079363570318e+01 1.616872657690510096e+01
5.900000000000000000e+01 3.599766301865834905e-01 8.498597121568604962e+01 1.059359012008097345e+00 4.720748011816876755e+01 1.974305032420438977e+01
6.000000000000000000e+01 2.502640854756584821e-01 9.979696544436553296e+00 8.961293333871251932e-01 8.824483824656734043e+01 1.898593532165842390e+01
6.100000000000000000e+01 3.180971369145298988e-01 7.302546855453710073e+00 4.761276423340654596e-01 2.681996349475388541e+01 1.856716536344794832e+01
6.200000000000000000e+01 3.915400387986029407e-01 1.281094105165098895e+01 2.248822575488075515e+00 8.966627948204590837e+01 1.941773959021771390e+01
6.300000000000000000e+01 8.394502097463153456e-01 2.052243070606054332e+01 1.368205183705882622e+00 3.976602263338969578e+01 1.581910319723149527e+01
6.400000000000000000e+01 7.909961353974177545e-01 1.458464291467999630e+01 6.701220954763341675e-01 2.086395530215766314e+02 1.715248523155517901e+01
6.500000000000000000e+01 6.704652666295466412e-01 5.408315431563544884e+00 3.978258505702277903e-01 1.055219908118128984e+02 1.703725716037463656e+01
6.600000000000000000e+01 5.062518212307676180e-02 1.959137317792339417e+01 1.153055476392229828e+00 7.640456407359266677e+01 1.673912373447041801e+01
6.700000000000000000e+01 5.470815687034725761e-01 4.808847041546091106e+01 1.375199895838863595e+00 3.489117545134748184e+02 1.892860644472267850e+01
6.800000000000000000e+01 5.350447489852340199e-01 5.503083811762224720e+00 7.845806704020137357e-01 8.521996385167255994e+01 1.733935070518784372e+01
6.900000000000000000e+01 8.606035251749689641e-01 1.222578963025938492e+01 7.655452066467740568e-01 1.372779887491122963e+02 1.874793157355185613e+01
7.000000000000000000e+01 6.536363867007048967e-01 1.618200128167908503e+01 5.127212842256410052e-01 1.845570506180650483e+01 1.371670639600400143e+01
7.100000000000000000e+01 9.390719084124419247e-01 7.564751214626566522e+00 9.609111180947929043e-01 1.966559138580775823e+02 1.990208118766591383e+01
7.200000000000000000e+01 6.709015658134316329e-01 1.573516347790056535e+01 9.978084578265425941e-01 7.451841430078420103e+01 1.496161525206198739e+01
7.300000000000000000e+01 4.199035240636762589e-01 1.286256397916949368e+01 9.593935306122893802e-01 3.136978612242481859e+02 1.967460855931874164e+01
7.400000000000000000e+01 1.198158532651525388e-01 9.289837719828014428e+00 6.908682498358060808e-01 1.062280657338249767e+01 1.808716658506007846e+01
7.500000000000000000e+01 5.094181087413465203e-01 6.667356529202180582e+00 1.749993803943944881e+00 6.970187885131466032e+01 1.977518756687233292e+01
7.600000000000000000e+01 2.748977893746727408e-01 1.733956736088356365e+01 7.866000907392135533e-01 9.042477870031966347e+01 1.909940390176661751e+01
7.700000000000000000e+01 5.420866973948722523e-01 2.146339695458319241e+01 6.328591128565922430e-01 1.174684067796995208e+02 1.866235077468779480e+01
7.800000000000000000e+01 4.290507861695833647e-01 9.489800325670042724e+00 1.723221280146582046e+00 6.561231465994688961e+02 1.710995637125850521e+01
7.900000000000000000e+01 6.943314366722905806e-01 6.261984063904542097e+00 1.014283705822661474e+00 9.108180955872751383e+01 1.657107742623398039e+01
8.000000000000000000e+01 4.740463436941455000e-01 9.200705151804459803e+00 6.678082200488580922e-01 1.255800853801010390e+02 1.366868842594652911e+01
8.100000000000000000e+01 3.095698250396294871e-01 6.014674649466340561e+00 1.051399682589206908e+00 1.079053660199841033e+03 1.753090232189335040e+01
8.200000000000000000e+01 5.158533688711087750e-01 3.582558132482955671e+01 1.150321441628523456e+00 5.392285340237993552e+01 1.290715664672633523e+01
8.300000000000000000e+01 3.445329554903328595e-01 1.247158061534345208e+01 5.021653308749919331e-01 1.843563905864101287e+02 1.724275677582037503e+01
8.400000000000000000e+01 5.496308161937124570e-01 1.109521811641931208e+02 7.088471491795503843e-01 1.223658821666290635e+02 1.894587450440655729e+01
8.500000000000000000e+01 5.845930438107922456e-01 6.104373377416815849e+00 7.039306018694816425e-01 7.031157276334414519e+02 1.541839432326854364e+01
8.600000000000000000e+01 2.399436116183258361e-01 1.597195174571786147e+01 6.625444373907394269e-01 3.449727621952360437e+02 1.699452831842032552e+01
8.700000000000000000e+01 3.399288332707927629e-01 1.155437192396902724e+01 8.156173905727760465e-01 1.006424046276161164e+02 1.744723939162815185e+01
8.800000000000000000e+01 7.795232230172899346e-01 1.548112703284223102e+01 1.259872723527819094e+00 2.729239921540886371e+01 1.723735874420616909e+01
8.900000000000000000e+01 4.929854485006559539e-01 1.265599242304341132e+01 5.664092075983913066e-01 1.130206082733715505e+02 1.983149280724018837e+01
9.000000000000000000e+01 5.656434564571939383e-01 4.324751758356267572e+00 7.938251840707988283e-01 1.632253287297819497e+02 1.821218555016582030e+01
9.100000000000000000e+01 5.909158145883516289e-01 4.549400847030234729e+00 5.920497430318841792e-01 7.346290705583133729e+01 1.843626146676076516e+01
9.200000000000000000e+01 9.037872637362032169e-01 1.605702360168239906e+01 5.939953415535358383e-01 5.431793646819499344e+01 1.415881895948895597e+01
9.300000000000000000e+01 3.157439266342675355e-01 3.866454371944666235e+01 1.325717491141691795e+00 1.623486127786560758e+02 1.957172277025945561e+01
9.400000000000000000e+01 7.126142582157583005e-01 1.237674912319252130e+01 1.584729488695230559e+00 5.511310079216181634e+01 1.405054837458631845e+01
9.500000000000000000e+01 6.543782481607696155e-01 4.493882509210243015e+00 9.013543493692622866e-01 8.334238639524927805e+01 1.780686545930860376e+01
9.600000000000000000e+01 5.370824236902767002e-01 2.176073736399612102e+01 1.057841553010777869e+00 5.692302883025279243e+02 1.957020422389959435e+01
9.700000000000000000e+01 2.282663427303014414e-01 4.711348587522104836e+00 9.703132309403704747e-01 1.163916377319410742e+02 1.582736026371959603e+01
9.800000000000000000e+01 2.671894889096668724e-01 1.085859377298806727e+01 1.422293004218967871e+00 4.016700065406850513e+02 1.371392577719787198e+01
9.900000000000000000e+01 2.825638915067068546e-01 2.208234682432537355e+01 9.064786780522831044e-01 2.513116529792103293e+01 1.661957358418840514e+01
1.000000000000000000e+02 5.907505171360536433e-01 5.822717166398889077e+01 1.043253626791790678e+00 2.954281850027935548e+02 1.700966682170690802e+01
1.010000000000000000e+02 6.271707184430468374e-01 2.168998407061677369e+01 8.122766530447191879e-01 3.265884026394127204e+01 1.702265955150844334e+01
1.020000000000000000e+02 3.352924271508588849e-01 1.750894589540806123e+01 6.734972897371652722e-01 2.246637003025190893e+02 1.708221065101245628e+01
1.030000000000000000e+02 6.412063358189566964e-01 7.703878608418502694e+00 7.767737302455428594e-01 2.563871872598948585e+02 1.797661834941183656e+01
1.040000000000000000e+02 4.927743802877632140e-02 1.661117976964789733e+01 7.422179321475536051e-01 1.586602076663145624e+02 1.815260562083670592e+01
1.050000000000000000e+02 7.082826098043404350e-01 8.766737602981115174e+01 1.277658372020763489e+00 1.024156947859904392e+02 1.187874204439336800e+01
1.060000000000000000e+02 6.377405513925524794e-01 1.256937644105035368e+01 2.963979672233507223e+00 3.248036228990380181e+01 1.933658705185267479e+01
1.070000000000000000e+02 8.026590053511687417e-01 3.218408207581002500e+01 2.441165405230622643e+00 2.698678212741407947e+02 1.461579983360828550e+01
1.080000000000000000e+02 5.368249157086412149e-01 3.119456473630608784e+01 1.089269092832610974e+00 4.227564316941167988e+01 1.349877897670843296e+01
1.090000000000000000e+02 2.518568348533600787e-01 6.690350158793304303e+00 1.884621734160750739e+00 3.626072305293382669e+01 1.213270796804022389e+01
1.100000000000000000e+02 6.271195881557134477e-01 7.804735419047220013e+00 1.198695539672482990e+00 3.261438967528489457e+02 1.659379416393432649e+01
1.110000000000000000e+02 1.142716226311197847e-01 3.497209698864416794e+00 6.720725136075608175e-01 1.013305355232961631e+02 1.856780797522170801e+01
1.120000000000000000e+02 1.323164591676314061e-01 7.350124254966718063e+00 7.128066429787576208e-01 1.872531328150689092e+02 1.665046840266260375e+01
1.130000000000000000e+02 4.293316636773674144e-01 1.670680039030428432e+01 2.344332401567613910e+00 9.485678513740917595e+01 1.850871723453868611e+01
1.140000000000000000e+02 5.906056640704321348e-02 1.006959214123710034e+01 7.826255782702509212e-01 5.147896119045128671e+01 1.873676297543010350e+01
1.150000000000000000e+02 5.286391839162315476e-01 5.605173955258896612e+00 1.106184288171934149e+00 2.138362109096571260e+02 1.765835021368224034e+01
1.160000000000000000e+02 4.940197046722013541e-01 1.061763162855107190e+01 1.526720745496172871e+00 3.305906793630911977e+01 1.875215218722981803e+01
1.170000000000000000e+02 7.540782153177876257e-01 1.200743132161172255e+01 8.861627683956962986e-01 1.299005191527338638e+02 1.552639399924582264e+01
1.180000000000000000e+02 9.258889977181777864e-01 7.718946343227911733e+00 1.654420227966840962e+00 2.066339550925108313e+02 1.960843500932352512e+01
1.190000000000000000e+02 4.385345506185722164e-01 2.671565107912210735e+01 1.073713465126977740e+00 2.496676362053945297e+02 1.647341809941510249e+01
1.200000000000000000e+02 5.322415706478768049e-01 1.056180124915393925e+01 1.394382324536786566e+00 1.800942767695430859e+02 1.941774162180914232e+01
1.210000000000000000e+02 5.715744211993345480e-01 4.333771499408721084e+00 8.242464256199303341e-01 2.592634464502535252e+02 1.847656588691010882e+01
1.220000000000000000e+02 3.506793597097768722e-01 3.651626212415334027e+00 2.687236523197974680e+00 4.394557837144023438e+02 1.528315421044653633e+01
1.230000000000000000e+02 6.411593941978688260e-02 5.474142098354908370e+01 1.519806250106277679e+00 9.588058699647802996e+01 1.580531023684913094e+01
1.240000000000000000e+02 2.371258710569240646e-02 1.559258162074411125e+01 1.201369649077479895e+00 3.701246905386715866e+02 1.787370367202556665e+01
1.250000000000000000e+02 4.679061570413051152e-01 2.388335170475138725e+01 1.131480634816120379e+00 3.195116506055978434e+01 1.802066367357213394e+01
1.260000000000000000e+02 2.164474669912579974e-01 1.783419858061717278e+01 1.147043564024360585e+00 1.179599676559649453e+02 1.522825979761383763e+01
1.270000000000000000e+02 9.722207475750603844e-01 8.907999286568324848e+00 1.718196516700520204e+00 1.142381146230769673e+01 1.907718507680292674e+01
1.280000000000000000e+02 7.066957346716949973e-01 5.669451848500956004e+01 1.557098977874953771e+00 7.616899643039117507e+01 1.874446314296167770e+01
1.290000000000000000e+02 2.181774372741686063e-01 1.543050837127596964e+01 7.056628178564544607e-01 1.992272775779569542e+02 1.889425216757979342e+01
1.300000000000000000e+02 2.864442053783843867e-01 1.998186354332417736e+01 1.107800173756456674e+00 2.223515052774491210e+02 1.978216532824881568e+01
1.310000000000000000e+02 3.375923009279686582e-01 2.007472712414865157e+01 7.559351317482406740e-01 9.399905925048037147e+01 1.937350379696237468e+01
1.320000000000000000e+02 9.663977706895509057e-01 7.521697911293759198e+00 1.009536710630976497e+00 7.291125141124575748e+01 1.640494560286850145e+01
1.330000000000000000e+02 5.625612943875843985e-01 5.707506633999164691e+00 1.151303978885270807e+00 1.575850315478340349e+02 1.506564651832203339e+01
1.340000000000000000e+02 4.728407301281691844e-01 8.019074491919473857e+00 1.030352345544924164e+00 6.604817371131118762e+02 1.829088431752999355e+01
1.350000000000000000e+02 5.277110126675415014e-01 7.096443087366383295e+00 6.594796706352317184e-01 1.260030252639068351e+02 1.965560880862572191e+01
1.360000000000000000e+02 5.667906452748496804e-01 6.450374578674558990e+00 1.429159462895734922e+00 9.293227773890437504e+01 1.885958460697558081e+01
1.370000000000000000e+02 8.302113413469820458e-01 6.031260097890876359e+00 6.394057202512443139e-01 8.911290659599814035e+01 1.981175077406518170e+01
1.380000000000000000e+02 6.270332077432138052e-01 1.003290283706978236e+01 1.554725125166840360e+00 2.373398401520030063e+02 1.956322158691591540e+01
1.390000000000000000e+02 7.526301419071879106e-01 4.929293054122402928e+00 9.563106577038804623e-01 1.796709642399713118e+02 1.538652484302374646e+01
1.400000000000000000e+02 5.982194633957923502e-01 3.964049223017682522e+01 9.831447207144320410e-01 5.298071157824802668e+01 1.772398022567617204e+01
1.410000000000000000e+02 4.172956064488281269e-01 6.062188415246906104e+00 8.102606964776514209e-01 1.702359435850647742e+02 1.629401043299662177e+01
1.420000000000000000e+02 5.423463487182348386e-01 3.554214935906372830e+00 1.191952943589621006e+00 4.521341821365841724e+02 1.845005852843591754e+01
1.430000000000000000e+02 1.124256352596293973e-01 1.081876617800173435e+01 1.677055379219811515e+00 4.330511228996709860e+02 1.844551399438611128e+01
1.440000000000000000e+02 3.582621389033333603e-01 2.404015803537447482e+01 6.227945259921450205e-01 2.408242240951968682e+01 1.946168483059362586e+01
1.450000000000000000e+02 6.830463760653805450e-01 2.129469532403239640e+01 6.457786309026539717e-01 2.513019460705221775e+02 1.337941017433332291e+01
1.460000000000000000e+02 4.845679915859673059e-01 1.089240961031432420e+01 1.389510757178455513e+00 1.917993193800164775e+01 1.927218639735608363e+01
1.470000000000000000e+02 6.470158091540367806e-01 2.171598033921302928e+01 5.761414620848391843e-01 6.767119000489134351e+02 1.436537670116886822e+01
1.480000000000000000e+02 1.880044507133999954e-01 7.601369487906402433e+00 1.048199820171596075e+00 1.486205614104408141e+02 1.883343011459542282e+01
1.490000000000000000e+02 2.638466940155698159e-01 1.162405487337780308e+01 8.839411998680465343e-01 8.442714725684592025e+00 1.832654873662767159e+01
1.500000000000000000e+02 6.654024392626439743e-01 4.172469833568596798e+00 1.226462964187837956e+00 2.393619451354750538e+01 1.947181034880920691e+01
1.510000000000000000e+02 5.131974291922070108e-01 1.727990225236105459e+01 9.349812150334519956e-01 1.182939039154875474e+02 1.903665256030328834e+01
1.520000000000000000e+02 5.516944150251168466e-01 1.292261105577484415e+01 6.847192697875220668e-01 9.992179662914101357e+01 1.741117348556148769e+01
1.530000000000000000e+02 7.802089130714351395e-02 1.472887893553807537e+01 8.900488291985784173e-01 9.218466749972726859e+01 1.920686961955654226e+01
1.540000000000000000e+02 6.855902891624813256e-01 1.150769221764415740e+01 1.180450257144374460e+00 5.255096744933662194e+02 1.850519173277587370e+01
1.550000000000000000e+02 5.620211838495738910e-01 1.416506694602165162e+01 1.485023273837192903e+00 1.232856342644232939e+02 1.936389578832618241e+01
1.560000000000000000e+02 7.026513569814024640e-01 1.243159185895044416e+01 1.270389478167623043e+00 1.840970984238315395e+02 1.867197073401344554e+01
1.570000000000000000e+02 6.534140356410216288e-01 6.709896144402748064e+00 8.009012444306171652e-01 1.911646966609627611e+02 1.517955191862253450e+01
1.580000000000000000e+02 5.353882799314815255e-01 1.285820578725813768e+01 1.051239615681678563e+00 2.586308517181614661e+02 1.668410064487151345e+01
1.590000000000000000e+02 1.413124896535483677e-02 4.791690321067704872e+00 7.087326538672557019e-01 2.593501576053510860e+01 1.807366356893622239e+01
1.600000000000000000e+02 6.972064459283864313e-01 3.073500376290774483e+01 1.592139099670659252e+00 1.852721046496609958e+01 1.997323755758198516e+01
1.610000000000000000e+02 1.879260409123711950e-01 6.232204433706114877e+00 9.052888999411853321e-01 1.190295997926344285e+02 1.311505919420577371e+01
1.620000000000000000e+02 8.565016608849880253e-01 1.647533009591490440e+02 7.216042013188856963e-01 5.270014246724259692e+02 1.888941741967500576e+01
1.630000000000000000e+02 6.259368790137740390e-01 1.423141172997815929e+01 7.411268257464638243e-01 8.326130685871188462e+02 1.610684577688849828e+01
1.640000000000000000e+02 8.194006720197495319e-01 6.192512285932462390e+00 8.572823201194424980e-01 2.306222757208285827e+02 1.871647082174389709e+01
1.650000000000000000e+02 4.879126129350622731e-01 4.018338995494477928e+01 1.308397887513741642e+00 1.443222366695545418e+02 1.559700814672123670e+01
1.660000000000000000e+02 5.680651392883087070e-01 4.736952126512165684e+00 1.037461268861461283e+00 2.818706847783860781e+02 1.994256077307792552e+01
1.670000000000000000e+02 4.480586659424147244e-01 5.314485596254988309e+01 6.194831408318748345e-01 5.040398862818259431e+02 1.679702781439024761e+01
1.680000000000000000e+02 2.375894307257320481e-01 1.508905027411080368e+01 1.480357387254834123e+00 9.543882889373733747e+01 1.917316490946475227e+01
1.690000000000000000e+02 2.722035926788994309e-01 5.528539221602903453e+00 1.662554729932303577e+00 1.016372213976509613e+02 1.955215938554728439e+01
1.700000000000000000e+02 7.724191427744887539e-01 6.204520428856610259e+00 1.296794384428652247e+00 6.547373345135390821e+01 1.547590567145026696e+01
1.710000000000000000e+02 5.968462850516631502e-01 7.345427762996343368e+00 5.098700789625686403e-01 7.225781133973929116e+01 1.948975840357920220e+01
1.720000000000000000e+02 8.471388979846251610e-01 1.432362239698670869e+01 6.197221998401022391e-01 1.917848564427859230e+02 1.932730826458489304e+01
1.730000000000000000e+02 4.552601629867554234e-01 9.011115182618423702e+00 8.262195124679985181e-01 1.448375501836424064e+02 1.368970962633416733e+01
1.740000000000000000e+02 7.151073442946976888e-01 2.034405044379922600e+01 1.316903247008414990e+00 7.422579675712565006e+01 1.526237791390702725e+01
1.750000000000000000e+02 8.338556562344194845e-01 1.971498253618462471e+01 7.308579843956864996e-01 6.622025173789847940e+01 1.817556314735702827e+01
1.760000000000000000e+02 1.802537982206374734e-01 4.886701825212717232e+00 8.168585834511083998e-01 1.290510476546142229e+02 1.351101748446894923e+01
1.770000000000000000e+02 5.498796343773517670e-01 1.468550710543254034e+01 1.306849158200660499e+00 1.440407804256551287e+02 1.959929032044558639e+01
1.780000000000000000e+02 2.393510742086421561e-01 4.321878727897489370e+01 6.984968842285189661e-01 1.867220206757091105e+01 1.630002207141343007e+01
1.790000000000000000e+02 4.703225632899034059e-01 5.189229718515800727e+00 1.536483094561894802e+00 1.534540478850778698e+02 1.642965693484210732e+01
1.800000000000000000e+02 1.900155807078553194e-01 1.981180721546826362e+01 1.038485337497866201e+00 5.148767777547647029e+01 1.525986016733344286e+01
1.810000000000000000e+02 4.989395774037144182e-01 6.401378226507625335e+00 8.234070385610789966e-01 7.220426704962689257e+01 1.757029138912075084e+01
1.820000000000000000e+02 3.484075818460017349e-01 6.761791115759325344e+00 4.645605507175543658e-01 2.626480878426405496e+01 1.833170678704456691e+01
1.830000000000000000e+02 6.702443962128334931e-01 3.136678135053195504e+01 5.857091402435933292e-01 3.586420995566882652e+01 1.937560075891546774e+01
1.840000000000000000e+02 5.562380819566996593e-01 3.272131629823363141e+01 3.867971320813159419e-01 2.362044685856251363e+02 1.765561123720091530e+01
1.850000000000000000e+02 2.973930795829283769e-01 1.245942470831353432e+01 6.802218202254602941e-01 2.379478213818370023e+02 1.211056558726101073e+01
1.860000000000000000e+02 3.865106581655160523e-01 3.392359769492541233e+01 5.860310483024787631e-01 1.648179065691146263e+02 1.981077255600954956e+01
1.870000000000000000e+02 4.458630475971343543e-01 4.606823807505238122e+00 7.266596264748182987e-01 7.391017450314726034e+01 1.997482020333350761e+01
1.880000000000000000e+02 6.073418286014551359e-01 1.115288046270471511e+01 1.883992321745763032e+00 5.251289621316039558e+01 1.592450888334074222e+01
1.890000000000000000e+02 1.050631593855242629e+00 1.162577584558908583e+01 1.515224798391077599e+00 3.497451734800989698e+02 1.618523425879109823e+01
1.900000000000000000e+02 3.902052027546830670e-01 7.531537396960141351e+00 8.862320800473311166e-01 4.240607052581175367e+02 1.896011125907272898e+01
1.910000000000000000e+02 2.600382821753335350e-01 3.337113973075585882e+00 1.780572644228801904e+00 2.414377083604967567e+01 1.907268791014082154e+01
1.920000000000000000e+02 3.993083865924825782e-01 7.502097349969563567e+00 8.768452079628882290e-01 2.784378613776721068e+02 1.872670479412628453e+01
